-0.500768 0.865582 -0.811311 0.584614 0.293222 -0.404995 -0.482469 0.131239 -0.310101 0.392221 0.43866 0.239953 -0.296488 0.40261 0.474995 -0.156141
-0.388944 0.921261 -0.795986 0.605315 0.283461 -0.411885 -0.479947 0.140182 -0.284446 0.411206 0.442704 0.232408 -0.293049 0.40512 0.474985 -0.15617
-0.388944 0.921261 -0.779636 0.626233 0.273348 -0.418666 -0.477368 0.148728 -0.263336 0.425034 0.446295 0.225435 -0.288257 0.408544 0.47498 -0.156184
-0.388944 0.921261 -0.764392 0.644752 0.2642 -0.424498 -0.475091 0.155849 -0.250324 0.432826 0.449562 0.218846 -0.281763 0.413049 0.474971 -0.156213
-0.388944 0.921261 -0.751493 0.659741 0.256514 -0.429186 -0.473143 0.161666 -0.242837 0.43707 0.45303 0.211574 -0.273668 0.418457 0.474947 -0.156286
-0.388944 0.921261 -0.741585 0.670859 0.250464 -0.432744 -0.471369 0.166768 -0.234605 0.441543 0.456847 0.203202 -0.26376 0.424771 0.474866 -0.156532
-0.388944 0.921261 -0.735164 0.677889 0.246093 -0.435245 -0.469613 0.17165 -0.21916 0.449409 0.461612 0.19213 -0.251666 0.432047 0.474627 -0.157257
-0.271052 0.962565 -0.730971 0.682408 0.242779 -0.437102 -0.467807 0.176513 -0.19615 0.459919 0.467428 0.177513 -0.237654 0.43991 0.474159 -0.158661
-0.271052 0.962565 -0.726583 0.687079 0.239317 -0.439008 -0.465817 0.181698 -0.16753 0.471098 0.473799 0.159731 -0.222127 0.44795 0.473491 -0.160642
-0.271052 0.962565 -0.719457 0.694537 0.234452 -0.441624 -0.463547 0.187413 -0.137954 0.480592 0.479715 0.140974 -0.205341 0.455889 0.472761 -0.162779
-0.271052 0.962565 -0.709507 0.704698 0.228284 -0.444844 -0.46116 0.193213 -0.11246 0.487189 0.484438 0.123775 -0.187692 0.463435 0.472172 -0.16448
-0.271052 0.962565 -0.69723 0.716847 0.221224 -0.448397 -0.458907 0.198506 -0.0933484 0.491209 0.488005 0.108861 -0.16978 0.470292 0.471799 -0.165546
-0.148929 0.988848 -0.683409 0.730036 0.213777 -0.451995 -0.456977 0.202908 -0.0823229 0.493176 0.490506 0.0969753 -0.152332 0.47623 0.471642 -0.165992
-0.148929 0.988848 -0.668749 0.743488 0.206077 -0.455557 -0.45512 0.207041 -0.0758442 0.494214 0.492399 0.0868514 -0.135763 0.481216 0.471582 -0.166165
-0.148929 0.988848 -0.653778 0.756687 0.19815 -0.459061 -0.452979 0.211683 -0.0676597 0.495401 0.493897 0.0778815 -0.120468 0.48527 0.471556 -0.166237
