0.0501 -0.998744 -0.0305078 -0.999535 -0.227625 -0.445182 -0.191369 -0.461928 0.428761 -0.257223 0.489362 -0.102593 0.478203 -0.14602 -0.268642 0.421701
0.0342452 -0.999413 -0.0488036 -0.998808 -0.235954 -0.440824 -0.200466 -0.458054 0.377812 -0.327503 0.461766 -0.19176 0.430039 -0.255081 -0.249486 0.433309
0.0149642 -0.999888 -0.0695189 -0.997581 -0.245103 -0.435803 -0.210149 -0.453693 0.315476 -0.387911 0.422558 -0.267292 0.377247 -0.328154 -0.233589 0.442082
-0.00774024 -0.99997 -0.0927569 -0.995689 -0.255092 -0.430033 -0.220231 -0.448886 0.245334 -0.435673 0.379714 -0.325296 0.334935 -0.37124 -0.222919 0.447557
-0.0319048 -0.999491 -0.116672 -0.99317 -0.2651 -0.423937 -0.230203 -0.443854 0.172258 -0.46939 0.337481 -0.368926 0.301494 -0.398875 -0.212673 0.452515
-0.055807 -0.998442 -0.140399 -0.990095 -0.274911 -0.417641 -0.240006 -0.438631 0.0966367 -0.490572 0.294651 -0.403956 0.276449 -0.416624 -0.200781 0.457916
-0.0777302 -0.996974 -0.162841 -0.986652 -0.284121 -0.411431 -0.249268 -0.433434 0.019119 -0.499634 0.242096 -0.437481 0.218515 -0.449723 -0.17725 0.467528
-0.0964573 -0.995337 -0.182559 -0.983195 -0.292251 -0.405696 -0.257686 -0.428484 -0.0554689 -0.496914 0.181605 -0.465854 0.132033 -0.482252 -0.140601 0.479824
-0.109813 -0.993952 -0.198497 -0.980102 -0.298749 -0.400935 -0.264556 -0.424276 -0.118887 -0.48566 0.122078 -0.484868 0.0335559 -0.498873 -0.0959649 0.490704
-0.117575 -0.993064 -0.209133 -0.977887 -0.303136 -0.397629 -0.269304 -0.421278 -0.163367 -0.472558 0.0754587 -0.494273 -0.0505608 -0.497437 -0.0557982 0.496877
-0.121453 -0.992597 -0.215455 -0.976514 -0.305751 -0.395622 -0.272126 -0.419461 -0.189857 -0.462552 0.0446218 -0.498005 -0.107242 -0.488364 -0.0287381 0.499173
-0.122665 -0.992448 -0.218553 -0.975825 -0.307053 -0.394612 -0.273508 -0.418561 -0.204217 -0.456394 0.0276079 -0.499237 -0.137183 -0.480813 -0.0150798 0.499773
-0.122907 -0.992418 -0.219268 -0.975665 -0.30739 -0.394349 -0.274018 -0.418227 -0.209551 -0.45397 0.0200482 -0.499598 -0.148239 -0.47752 -0.00995451 0.499901
-0.122907 -0.992418 -0.219625 -0.975584 -0.307534 -0.394237 -0.274222 -0.418093 -0.212207 -0.452734 0.0157785 -0.499751 -0.154173 -0.475637 -0.00641495 0.499959
-0.122907 -0.992418 -0.220221 -0.97545 -0.307775 -0.394049 -0.274529 -0.417892 -0.214856 -0.451483 0.0123008 -0.499849 -0.159273 -0.473954 -0.00308869 0.49999
-0.12315 -0.992388 -0.221054 -0.975262 -0.308063 -0.393823 -0.274835 -0.417691 -0.217938 -0.450004 0.00912775 -0.499917 -0.163086 -0.472655 0.00090909 0.499999
-0.123392 -0.992358 -0.221768 -0.975099 -0.3084 -0.39356 -0.275191 -0.417456 -0.220571 -0.448719 0.00622893 -0.499961 -0.16545 -0.471833 0.0058528 0.499966
-0.123392 -0.992358 -0.222602 -0.974909 -0.308736 -0.393296 -0.275497 -0.417255 -0.223633 -0.447201 0.00284162 -0.499992 -0.169935 -0.470236 0.0112841 0.499873
-0.123634 -0.992328 -0.223197 -0.974773 -0.309024 -0.39307 -0.275803 -0.417053 -0.22712 -0.44544 -0.00130875 -0.499998 -0.177318 -0.467502 0.0161346 0.49974
-0.123876 -0.992298 -0.22391 -0.97461 -0.309312 -0.392844 -0.276159 -0.416817 -0.230593 -0.443652 -0.00606935 -0.499963 -0.185962 -0.464132 0.0197028 0.499612
-0.124119 -0.992267 -0.224624 -0.974445 -0.309647 -0.392579 -0.276464 -0.416614 -0.23362 -0.442065 -0.0109514 -0.49988 -0.194541 -0.460602 0.0217457 0.499527
-0.124361 -0.992237 -0.225338 -0.974281 -0.309935 -0.392352 -0.276871 -0.416344 -0.236637 -0.440458 -0.0154359 -0.499762 -0.202384 -0.45721 0.0228128 0.499479
